ID Number,Year,House,Gender,Interested,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1922,Freshman,Matthews,Female,Men,B,D,E,A,B,B,A,D,B,C,A,E,B,C,B,B,B,D,E,D,D,C,A,B,D,B,A,D,C,A,B,A
1923,Junior,Dunster,Female,Men,C,A,C,A,B,B,E,D,E,D,E,D,E,D,E,A,E,D,E,E,D,B,D,E,D,D,D,D,B,E,D,A
1924,Junior,Pforzheimer,Male,Women,D,D,E,C,C,C,B,D,A,C,C,A,E,A,D,A,E,C,A,B,A,A,B,B,B,B,C,D,D,B,B,B
1925,Junior,Adams,Male,Women,C,A,D,E,C,C,D,D,E,C,C,A,D,A,B,C,B,D,E,B,D,B,B,D,E,B,A,E,B,A,C,E
1926,Freshman,Matthews,Male,Women,E,A,C,C,C,A,E,C,D,B,A,D,D,E,B,C,E,D,D,B,A,B,D,D,B,A,E,A,C,B,D,A
1927,Junior,Lowell,Male,Women,B,A,D,C,E,E,A,B,B,B,E,D,D,C,E,A,D,C,E,A,D,C,B,A,D,C,E,C,D,B,C,D
1928,Senior,Leverett,Male,Women,C,A,C,D,C,A,A,A,C,D,A,D,E,E,A,E,C,E,E,A,D,C,E,B,A,A,C,B,A,B,A,B
1929,Senior,Eliot,Male,Both,B,D,C,A,C,B,B,C,B,B,D,B,C,C,E,C,E,E,A,D,C,A,B,E,D,B,B,B,D,A,D,D
1930,Sophomore,Currier,Female,Men,C,A,E,C,E,A,A,A,D,D,C,C,A,D,B,B,D,E,E,A,D,E,D,D,E,A,B,B,D,D,A,B
1931,Senior,Quincy,Male,Women,C,A,C,C,C,B,E,E,C,D,C,A,B,B,B,B,A,E,B,A,A,B,A,D,C,E,D,D,E,B,C,E
1932,Junior,Quincy,Female,Men,B,A,B,D,E,B,A,A,A,A,D,A,D,D,A,E,C,A,E,B,C,B,B,D,B,D,A,C,B,D,B,B
1933,Senior,Cabot,Female,Men,B,A,A,E,E,A,C,A,D,D,C,A,D,B,B,C,E,B,B,B,C,D,B,D,B,A,E,A,E,C,A,A
1934,Sophomore,Quincy,Female,Men,D,A,E,C,E,A,C,A,A,D,D,B,A,B,D,B,E,C,E,A,C,D,D,E,B,D,B,B,B,C,A,A
1935,Junior,Cabot,Male,Women,D,A,E,A,E,C,C,C,B,B,C,B,C,B,C,B,B,E,B,E,B,B,D,B,B,D,E,C,C,A,E,E
1936,Junior,Leverett,Male,Women,E,E,C,C,E,C,E,B,C,D,E,B,D,B,E,B,B,E,E,A,A,B,B,B,B,B,D,E,C,B,B,B
1938,Junior,Quincy,Female,Men,C,A,B,A,E,A,A,D,A,C,D,E,E,C,B,E,B,A,E,C,D,B,D,D,D,D,E,B,C,A,A,C
1939,Freshman,Canaday,Male,Women,B,B,B,A,C,C,A,A,B,B,C,C,C,E,E,A,E,D,C,A,D,D,A,A,B,C,A,D,A,B,B,A
1940,Sophomore,Pforzheimer,Female,Men,B,A,C,C,C,B,A,A,D,D,B,A,E,D,E,A,E,A,E,C,D,D,E,A,A,B,C,C,D,D,B,B
1941,Junior,Eliot,Male,Men,C,A,A,C,C,B,A,D,A,A,D,B,C,C,B,B,D,D,E,B,D,B,B,E,D,D,A,E,B,D,A,A
1942,Senior,Mather,Male,Men,C,A,B,C,C,C,E,A,C,D,D,B,C,B,A,B,E,C,B,A,D,C,D,D,B,C,C,C,D,B,A,A
1943,Senior,Dunster,Female,Men,B,C,B,A,E,B,E,D,D,E,E,B,C,B,E,E,C,B,E,A,C,D,B,D,D,D,B,E,D,D,B,B
1944,Sophomore,Cabot,Female,Men,B,A,C,C,D,E,D,C,C,B,E,A,E,C,D,C,E,E,D,C,C,E,B,D,A,B,E,A,A,A,B,E
1946,Senior,Winthrop,Male,Men,B,C,D,A,C,B,A,A,C,D,D,E,B,B,B,A,D,A,B,E,D,D,B,D,B,D,A,C,D,A,A,E
1947,Senior,Currier,Male,Women,A,C,E,A,A,E,A,E,D,C,B,A,A,B,D,D,B,C,E,C,D,B,C,A,B,A,B,B,B,B,C,C
1948,Freshman,Canaday,Female,Men,C,B,A,A,C,A,A,D,C,D,A,B,C,D,E,A,D,C,B,B,C,A,A,D,E,B,A,B,D,A,B,B
1949,Senior,Dunster,Female,Men,E,D,C,D,C,B,B,D,B,C,D,B,E,C,E,E,B,B,D,C,E,C,B,D,D,B,E,D,B,D,A,A
1950,Junior,Dunster,Female,Men,A,D,C,C,A,B,C,B,D,E,E,E,D,B,C,B,E,B,B,A,B,C,A,B,B,E,A,B,D,A,A,A
1951,Senior,Pforzheimer,Male,Women,B,A,C,E,C,D,D,D,D,C,D,A,A,D,E,A,D,B,A,E,C,B,E,D,B,A,D,C,B,A,E,C
1952,Freshman,Holworthy,Female,Men,C,A,C,C,C,B,E,A,A,E,D,E,E,D,B,D,B,D,D,C,A,B,C,B,E,B,B,A,B,D,A,E
1953,Senior,Pforzheimer,Female,Men,C,E,A,E,B,B,A,A,D,D,D,C,A,D,D,B,B,B,E,A,D,B,B,D,E,C,C,D,B,B,B,B
1954,Junior,Lowell,Female,Men,C,A,A,A,C,B,A,D,D,D,E,B,E,E,B,B,B,D,A,E,D,C,E,E,E,C,E,B,D,D,A,A
1955,Senior,Adams,Male,Women,A,A,C,E,B,E,A,A,A,B,E,B,E,E,A,D,B,D,A,A,D,A,E,B,D,B,C,E,B,D,A,A
1956,Freshman,Weld,Male,Women,D,C,C,A,C,D,A,E,A,D,D,B,E,C,B,A,D,B,E,B,B,C,C,A,D,B,E,C,D,A,B,C
1957,Junior,Quincy,Male,Women,A,E,E,E,D,D,E,D,A,D,E,D,C,C,E,C,D,A,C,E,D,B,D,D,B,E,E,C,D,C,C,D
1958,Freshman,Hollis,Female,Men,A,C,A,C,B,D,A,A,B,C,A,D,C,B,A,E,A,B,B,C,D,C,A,B,E,A,B,C,B,A,C,A
1959,Sophomore,Adams,Male,Women,C,D,E,C,C,B,B,D,A,E,D,B,E,E,A,E,B,D,D,E,C,A,B,A,A,D,D,B,B,E,D,E
1960,Freshman,Wigglesworth,Male,Men,B,A,B,A,E,B,A,A,A,A,D,D,C,E,B,A,C,B,D,A,B,D,E,D,A,E,A,A,B,D,C,A
1961,Senior,Lowell,Female,Men,D,A,C,B,C,A,A,A,A,D,E,D,C,B,E,D,E,E,E,B,C,D,B,B,A,B,B,C,B,B,B,B
1962,Sophomore,Leverett,Male,Men,A,E,B,A,E,C,A,C,C,D,C,D,C,C,A,B,E,A,E,E,D,C,B,D,B,B,C,B,A,D,B,C
1964,Freshman,Wigglesworth,Male,Women,B,D,C,C,E,C,A,C,C,C,E,E,D,A,B,A,C,C,E,A,C,D,D,B,C,B,A,A,D,C,A,E
1966,Sophomore,Currier,Female,Men,C,A,C,C,C,B,A,A,D,D,C,B,B,C,B,D,D,A,B,C,A,E,A,B,E,C,B,A,B,A,A,B
1967,Junior,Cabot,Male,Women,A,C,A,C,E,D,A,A,D,B,A,A,E,E,B,C,E,D,D,B,E,D,D,B,A,D,B,C,C,B,C,E
1968,Freshman,Thayer,Male,Women,C,A,E,A,E,D,A,A,C,B,D,A,B,A,B,C,B,A,E,D,D,D,B,C,D,B,A,A,B,D,A,D
1969,Senior,Adams,Female,Both,A,A,A,E,E,A,A,C,C,D,D,B,D,B,C,B,D,D,B,D,A,E,A,D,B,E,D,D,C,A,E,C
1970,Junior,Currier,Female,Men,E,D,D,E,E,E,A,A,C,D,C,B,D,B,E,A,B,A,D,B,D,D,D,D,B,E,C,E,B,E,A,D
1971,Sophomore,Adams,Female,Men,C,B,A,A,C,C,A,A,C,E,B,B,A,D,E,A,B,D,E,A,D,A,B,D,C,E,E,D,A,D,B,A
1972,Junior,Adams,Female,Both,A,D,A,A,C,A,B,C,A,D,D,B,C,E,B,E,A,A,E,A,D,D,B,D,D,B,B,A,D,B,B,B
1973,Freshman,Pennypacker,Female,Men,E,D,C,A,B,B,A,C,C,B,E,E,E,B,C,E,A,D,A,D,D,E,E,D,D,B,A,D,E,A,A,C
1974,Junior,Quincy,Female,Both,C,A,C,C,C,C,A,E,A,D,B,B,E,D,D,D,C,D,B,B,D,B,D,D,D,C,A,C,A,A,B,E
1975,Freshman,Weld,Male,Women,E,D,C,C,C,E,A,A,A,E,D,E,C,C,E,A,E,D,C,E,E,D,C,E,D,B,B,E,D,B,C,E
1976,Sophomore,Winthrop,Male,Both,B,C,D,C,E,B,A,C,D,D,D,D,E,A,B,E,D,A,E,D,B,D,E,B,E,D,C,C,D,D,B,E
1978,Junior,Adams,Female,Men,E,C,E,A,E,C,A,B,C,B,D,E,D,A,E,C,E,D,E,C,D,B,D,A,B,A,E,C,B,D,B,B
1979,Sophomore,Currier,Male,Women,C,E,D,A,B,D,A,C,C,D,C,A,B,A,B,A,B,C,B,B,D,A,D,A,B,C,A,B,B,A,A,D
1980,Junior,Winthrop,Male,Women,C,D,C,B,C,B,A,D,A,A,D,D,B,B,A,B,D,D,E,E,D,A,B,C,B,A,A,C,A,A,B,C
1981,Junior,Quincy,Male,Women,C,D,D,D,B,D,C,E,B,A,E,C,D,E,C,B,E,D,C,A,D,E,D,A,E,D,A,A,A,E,D,B
1982,Senior,Currier,Male,Women,C,A,A,E,D,B,C,A,E,B,C,E,C,C,B,C,B,B,E,B,D,D,B,D,B,D,E,A,E,A,B,A
1983,Sophomore,Winthrop,Male,Women,B,E,C,C,C,C,A,E,C,B,C,C,E,E,D,A,C,C,B,A,A,E,C,B,A,A,E,D,B,D,A,A
1984,Sophomore,Mather,Female,Men,C,A,C,A,C,B,A,A,C,B,E,A,E,A,B,C,C,A,D,C,C,B,A,D,B,C,E,E,B,D,B,E
1985,Sophomore,Kirkland,Male,Women,B,C,A,C,C,C,C,B,A,B,C,A,E,B,D,C,B,C,E,B,D,E,B,B,B,C,E,A,B,E,A,D
1986,Sophomore,Lowell,Female,Men,A,B,C,C,C,A,B,B,C,D,E,B,E,C,D,C,D,D,E,A,A,A,A,E,A,A,B,D,A,D,B,C
1987,Grad Student,None,Male,Women,C,A,E,C,B,B,B,A,A,A,C,A,C,E,C,A,B,C,B,A,C,B,A,A,B,B,A,A,B,A,B,E
1989,Senior,Dunster,Male,Women,B,A,B,C,E,D,A,D,A,A,C,A,D,E,B,B,E,C,A,B,A,D,A,D,E,C,B,D,B,A,D,D
1990,Senior,Eliot,Male,Women,D,D,E,C,E,B,E,A,A,A,D,A,E,B,D,E,E,D,E,B,C,E,B,A,D,B,A,E,D,A,D,B
1991,Senior,Quincy,Male,Women,E,D,A,C,E,B,D,C,C,A,B,A,E,B,E,C,B,E,B,A,D,C,E,D,A,E,E,B,A,A,A,E
1993,Grad Student,None,Male,Both,C,A,B,D,E,A,B,D,A,A,E,E,B,A,A,D,D,A,C,A,D,B,E,A,B,B,E,B,A,B,B,E
1994,Junior,Winthrop,Female,Men,C,A,A,C,E,B,A,D,A,D,D,B,C,D,E,E,B,E,E,B,D,A,E,D,B,C,B,E,A,B,C,B
1995,Senior,None,Female,Men,B,D,B,E,C,B,A,E,E,D,A,C,A,D,A,D,D,E,E,D,B,D,E,E,B,A,A,B,D,B,C,B
1997,Sophomore,Winthrop,Female,Men,E,E,C,A,B,B,D,D,B,D,E,E,E,D,D,E,B,D,B,A,C,B,E,C,D,B,B,B,A,B,B,C
1998,Freshman,Matthews,Female,Both,E,A,C,E,A,A,A,A,E,E,D,A,D,D,A,B,D,A,A,D,A,D,C,B,B,A,B,B,A,A,E,E
1999,Junior,Cabot,Female,Men,B,A,A,B,C,D,A,C,A,B,B,E,E,D,E,A,D,E,E,A,D,D,A,A,A,B,C,D,E,E,A,A
2000,Senior,Quincy,Male,Women,B,E,D,C,D,E,E,A,A,C,B,D,B,B,C,E,A,E,E,A,E,B,B,B,B,D,D,D,C,B,A,C
2001,Senior,Dunster,Male,Women,E,A,B,C,E,C,E,C,A,D,B,B,A,E,E,C,B,D,D,B,D,B,E,C,B,E,A,E,B,B,B,B
2002,Senior,Pforzheimer,Female,Men,B,E,A,E,C,B,A,C,D,E,B,D,D,B,E,D,C,E,B,D,B,E,B,D,C,E,A,A,B,A,C,A
2003,Senior,Pforzheimer,Male,Men,C,A,B,C,D,C,D,A,C,D,B,A,B,B,B,D,D,D,E,A,D,C,D,D,D,E,C,B,D,C,A,A
2004,Senior,Mather,Female,Both,E,A,A,E,B,B,A,D,C,B,D,E,A,E,E,C,D,D,B,C,D,C,D,D,D,D,E,D,A,B,A,E
2005,Senior,Winthrop,Male,Men,B,A,B,D,B,C,E,D,C,B,A,C,C,B,A,C,D,A,C,B,D,A,B,D,D,E,C,A,C,B,B,C
2006,Freshman,Canaday,Male,Women,D,D,E,A,B,C,A,D,A,B,C,E,D,C,D,D,C,C,E,B,A,E,E,E,C,A,E,B,B,D,A,E
2007,Senior,Kirkland,Female,Men,E,D,B,C,C,C,A,E,B,A,B,A,E,D,D,A,B,C,E,A,D,A,D,B,E,B,D,D,B,B,C,B
2008,Freshman,Straus,Female,Both,A,E,D,D,A,C,E,B,D,E,D,E,C,C,E,A,B,C,C,A,E,D,B,C,E,C,C,C,A,D,A,A
2009,Senior,Winthrop,Female,Men,B,C,D,A,D,E,A,A,E,D,C,C,C,B,D,E,E,C,B,B,E,C,E,C,B,B,C,A,D,A,B,D
2010,Sophomore,Adams,Male,Women,B,C,E,B,C,B,B,C,A,B,D,A,E,A,E,C,D,A,E,C,C,D,E,D,D,E,E,E,D,D,A,D
2011,Sophomore,Dunster,Female,Men,B,E,C,A,C,C,A,E,A,D,C,B,B,D,C,E,D,C,E,B,D,E,E,A,D,A,E,C,B,D,A,A
2012,Junior,Mather,Female,Men,C,A,C,A,E,E,A,A,A,D,D,E,C,B,E,B,E,E,E,B,D,D,C,E,B,A,E,C,B,B,C,A
2013,Sophomore,Dunster,Male,Women,C,A,C,E,D,E,D,E,A,A,C,E,E,B,E,D,D,B,A,E,A,D,E,D,B,E,A,B,D,C,D,B
2014,Junior,Leverett,Female,Men,C,A,B,A,C,C,A,D,E,B,A,E,C,D,E,C,E,B,C,D,D,A,B,E,B,D,E,A,A,B,B,E
2015,Freshman,Weld,Female,Men,D,D,B,C,B,B,B,D,A,D,C,E,B,C,A,D,B,D,A,B,D,A,D,D,B,E,A,C,B,A,B,A
2016,Junior,Quincy,Male,Women,B,B,C,E,C,B,A,D,A,A,D,D,B,B,B,D,B,D,E,A,D,B,B,D,D,B,E,B,B,D,A,D
2018,Senior,Dunster,Male,Women,C,E,C,C,B,D,E,D,A,D,A,B,B,C,E,E,B,D,E,E,B,B,D,C,D,E,A,D,B,D,E,D
2019,Sophomore,Lowell,Female,Both,B,A,A,C,C,B,A,C,A,D,D,B,B,D,B,B,B,A,E,E,D,E,B,B,B,A,C,D,B,A,B,C
2020,Senior,Winthrop,Female,Both,C,E,C,C,C,C,A,C,E,E,D,C,E,D,B,D,C,E,E,E,D,E,E,B,D,D,B,B,B,B,B,B
2021,Sophomore,Dunster,Female,Both,A,A,B,D,B,A,C,E,A,B,B,C,B,E,C,C,D,E,B,E,A,D,D,D,B,C,A,A,D,A,B,E
2022,Sophomore,Dunster,Female,Men,C,A,E,C,E,C,D,C,D,A,A,D,B,C,B,A,B,A,E,B,C,D,E,B,D,C,E,A,A,C,A,E
2023,Freshman,Weld,Female,Women,A,A,B,A,C,B,A,E,C,D,A,E,B,B,E,C,B,D,E,A,D,B,B,D,C,A,A,C,D,D,B,E
2024,Junior,Mather,Male,Women,B,D,C,C,C,C,A,D,A,B,A,A,E,B,C,A,B,E,D,E,C,A,D,A,B,B,C,B,D,E,B,D
2025,Junior,Currier,Female,Men,C,C,A,E,C,C,A,D,A,D,D,D,C,E,A,B,C,B,E,C,C,D,E,B,B,D,B,A,D,D,B,B
2026,Junior,Eliot,Female,Women,E,E,D,C,E,B,A,C,C,E,D,D,E,B,B,A,E,D,E,D,D,E,B,D,C,E,A,D,A,B,B,A
2028,Junior,Lowell,Female,Men,D,D,A,A,B,B,C,D,D,D,E,E,C,C,A,A,E,D,E,C,D,B,D,A,D,B,C,A,B,D,B,A
2029,Junior,Adams,Female,Men,A,C,A,A,B,A,A,E,E,D,E,C,E,C,E,A,D,A,E,C,E,D,E,D,B,D,B,A,D,D,A,A
2030,Freshman,Wigglesworth,Male,Women,B,A,C,C,E,C,A,C,E,D,C,B,C,D,E,B,B,D,C,A,D,C,A,D,B,B,C,A,B,B,A,D
2031,Sophomore,Quincy,Female,Men,E,E,D,A,C,C,A,A,A,D,B,D,E,A,E,D,E,D,E,C,D,A,D,B,D,A,A,E,A,A,A,C
2032,Junior,Lowell,Female,Men,B,A,C,A,E,D,A,A,A,A,C,B,B,C,B,A,B,D,D,D,D,E,A,C,D,B,E,C,D,A,A,E
2034,Freshman,Wigglesworth,Female,Women,A,A,E,C,E,C,A,C,E,D,A,E,A,C,A,D,D,D,E,C,C,A,E,B,C,E,B,B,D,A,C,E
2035,Senior,Eliot,Male,Men,C,A,C,C,B,C,A,D,A,C,D,B,E,C,A,E,B,D,E,B,D,C,A,B,D,A,A,A,D,D,B,B
2036,Freshman,Wigglesworth,Female,Men,A,A,B,A,D,B,A,C,C,E,C,E,B,D,B,A,B,B,E,D,D,E,B,D,B,B,C,E,B,A,B,B
2037,Freshman,Matthews,Male,Women,C,A,B,E,B,B,A,C,E,A,E,D,B,C,B,D,B,B,D,A,C,A,D,E,B,E,A,C,B,D,A,E
2038,Junior,Cabot,Female,Both,A,A,B,C,C,E,A,D,E,D,D,B,E,B,E,A,D,A,E,A,D,C,E,D,D,D,E,A,B,A,B,B
2039,Sophomore,Dunster,Male,Women,D,D,A,C,E,D,A,C,C,D,B,B,E,B,B,A,B,A,B,B,C,C,D,D,A,E,A,E,C,A,A,D
2041,Freshman,Weld,Female,Men,A,B,B,A,C,B,A,D,A,A,D,D,A,D,A,C,A,B,D,D,A,E,D,D,B,E,D,D,D,B,B,A
2042,Freshman,Wigglesworth,Female,Men,A,D,A,C,C,B,A,C,C,D,D,E,C,E,D,C,D,D,E,E,B,E,E,C,B,B,B,D,B,E,E,B
2043,Junior,Mather,Male,Women,C,A,C,C,E,E,D,E,D,D,C,A,A,D,B,A,B,D,E,E,D,A,B,E,D,C,E,B,A,B,B,A
2044,Sophomore,Quincy,Male,Men,E,A,B,A,B,C,A,A,A,A,D,B,E,C,E,C,D,D,E,A,D,C,A,D,B,D,E,C,C,D,A,C
2045,Sophomore,Mather,Male,Women,B,B,D,B,B,C,A,B,C,C,C,C,B,C,C,C,C,C,B,B,C,C,B,C,C,C,C,B,B,B,B,C
2046,Junior,Lowell,Female,Men,B,D,B,C,A,B,C,C,E,B,A,E,A,B,D,C,B,C,E,B,E,A,B,E,B,C,E,D,D,A,A,E
2047,Freshman,Hollis,Female,Men,C,A,C,E,D,B,A,D,A,D,D,E,D,C,E,B,C,D,E,B,D,A,D,D,D,C,B,A,D,A,B,A
2048,Junior,Winthrop,Male,Women,B,D,B,C,A,B,C,C,E,B,A,E,A,B,D,C,B,C,E,B,E,A,B,E,B,C,E,D,D,A,A,E
2050,Freshman,Matthews,Male,Women,A,A,C,E,E,B,A,D,E,A,E,A,B,C,B,D,E,D,E,D,D,B,E,B,B,C,A,B,B,B,E,E
2051,Sophomore,Quincy,Female,Men,A,D,A,C,C,B,D,C,D,A,C,B,C,D,E,B,B,D,C,B,D,C,D,D,E,B,D,D,B,D,A,A
2052,Senior,Leverett,Female,Both,E,E,E,C,C,C,E,D,A,D,D,A,B,B,A,B,B,D,E,C,C,D,D,B,B,D,D,C,A,B,B,C
2054,Junior,Quincy,Female,Men,C,D,B,A,E,C,A,D,E,C,A,E,E,B,E,E,B,A,E,B,D,D,B,D,D,D,D,E,A,B,B,B
2055,Senior,Dunster,Male,Men,C,C,D,A,E,E,A,A,E,C,C,C,B,B,A,B,B,B,E,E,D,A,B,B,D,D,A,C,C,D,A,E
2056,Junior,Eliot,Male,Women,B,D,D,C,C,B,A,E,E,D,B,D,A,C,D,B,E,D,E,A,D,B,D,A,C,B,C,E,D,B,A,B
2057,Sophomore,Dunster,Female,Both,B,E,B,C,D,A,C,A,C,E,C,A,A,A,E,C,D,E,C,D,E,B,B,B,B,D,A,E,C,C,D,D
2058,Senior,Quincy,Female,Men,D,A,E,C,C,D,A,B,E,A,D,B,E,D,D,B,E,D,E,A,B,D,D,C,D,B,E,C,B,C,B,B
2059,Junior,Pforzheimer,Female,Men,D,C,C,C,C,C,B,C,C,C,D,B,E,C,B,C,E,E,E,A,E,C,B,E,B,E,E,E,B,A,C,A
2060,Freshman,Holworthy,Female,Men,B,A,D,A,E,A,D,B,C,C,D,D,B,B,D,A,D,D,D,E,D,D,E,E,B,E,A,D,E,B,D,A
2061,Senior,Quincy,Female,Men,D,A,E,C,C,A,D,C,D,E,A,E,C,B,D,D,A,E,B,D,C,D,C,D,B,E,A,B,D,B,D,C
2062,Sophomore,Pforzheimer,Male,Women,D,E,E,D,A,C,E,B,B,B,E,E,C,B,D,D,B,B,B,B,E,E,A,D,E,E,E,A,A,D,A,E
2063,Senior,Kirkland,Male,Women,A,D,B,A,C,C,A,B,C,D,D,D,C,C,A,B,B,C,C,E,C,D,B,C,D,B,E,E,D,D,B,B
2065,Sophomore,Adams,Female,Men,D,A,C,A,C,D,E,C,A,A,E,A,E,C,B,A,B,A,D,B,B,A,C,E,B,B,A,D,D,A,E,C
2066,Junior,Dunster,Male,Women,C,D,B,E,D,C,D,B,E,A,D,C,E,C,E,C,D,E,E,A,D,C,E,A,B,B,E,E,D,C,A,C
2067,Sophomore,Dunster,Male,Women,B,D,C,B,B,C,A,D,B,A,D,B,B,A,B,A,B,E,D,B,D,C,B,A,B,B,A,D,D,A,B,D
2068,Junior,Adams,Female,Men,C,A,A,E,B,A,B,D,A,E,D,B,B,E,A,B,B,B,E,E,E,E,E,D,D,E,A,B,D,B,C,E
2069,Junior,Kirkland,Male,Women,D,A,C,E,C,C,C,C,C,B,E,A,E,B,B,C,E,D,B,A,E,B,B,A,B,B,E,E,B,D,A,D
2070,Sophomore,Dunster,Female,Men,A,C,C,C,C,B,A,A,B,C,D,E,A,B,E,E,B,B,C,B,C,D,B,B,B,D,B,C,C,E,C,A
2071,Sophomore,Dunster,Female,Men,A,A,A,B,C,E,A,A,B,E,E,D,A,B,B,A,D,B,C,C,B,D,B,B,D,E,B,D,C,B,E,D
2073,Junior,Currier,Female,Both,D,E,C,B,B,A,A,D,C,B,B,D,C,D,D,C,D,D,E,E,D,A,B,D,E,D,B,D,B,B,A,D
2074,Junior,Kirkland,Female,Men,C,D,B,A,C,E,A,E,E,A,D,A,E,D,B,C,E,C,B,B,E,B,E,E,B,C,E,E,D,C,B,E
2075,Senior,Winthrop,Female,Men,C,A,B,E,D,E,D,D,A,A,C,A,C,D,B,A,A,B,C,B,C,D,E,A,A,B,B,C,E,E,C,A
2076,Junior,Lowell,Male,Women,B,A,C,C,C,C,A,C,A,D,E,C,E,D,B,E,C,D,E,E,E,A,C,B,E,B,B,E,B,B,A,C
2077,Junior,Currier,Male,Men,D,D,E,B,C,B,C,E,E,D,B,E,A,C,D,D,B,C,E,B,D,A,D,C,B,A,E,E,B,E,B,B
2078,Sophomore,Quincy,Female,Men,C,C,A,C,D,B,B,D,A,A,C,C,B,D,B,D,B,E,E,E,A,C,B,B,A,D,B,C,B,E,D,E
2079,Grad Student,None,Male,Women,C,C,B,C,B,C,A,D,A,A,C,D,E,C,D,B,C,B,C,B,D,B,D,E,E,B,A,C,A,E,A,A
2080,Junior,Pforzheimer,Male,Women,D,A,C,B,C,C,A,A,C,A,C,E,E,C,B,C,C,A,E,A,B,B,D,D,B,C,E,A,D,D,B,E
2081,Freshman,Greenough,Female,Men,A,A,D,A,E,B,A,D,A,D,D,D,E,D,B,B,E,D,D,C,C,D,D,D,B,B,B,B,D,B,A,B
2082,Sophomore,Winthrop,Male,Women,B,C,E,C,B,C,A,D,A,A,E,B,D,B,D,B,E,D,D,B,C,B,A,C,B,B,B,B,C,C,C,E
2083,Senior,Kirkland,Female,Men,A,A,A,C,B,C,B,D,E,B,D,D,A,B,C,E,A,E,A,C,D,B,B,D,C,E,A,C,B,D,B,B
2084,Freshman,Canaday,Female,Men,C,E,A,C,A,A,E,B,C,D,D,C,C,D,D,C,A,A,B,E,E,D,E,E,C,A,D,A,B,D,A,B
2085,Sophomore,Leverett,Female,Both,C,A,B,E,C,C,A,D,E,A,D,B,E,B,C,D,B,D,E,B,D,B,A,D,E,B,A,B,E,D,A,B
2086,Sophomore,Adams,Male,Women,C,A,C,C,D,B,A,B,E,A,B,C,E,D,D,A,E,C,E,C,D,A,D,D,E,A,B,C,A,B,D,D
2087,Freshman,Pennypacker,Male,Women,A,D,B,C,C,E,E,C,B,D,B,A,C,B,C,C,B,E,E,E,A,D,A,B,A,E,E,B,D,A,C,A
2088,Senior,Adams,Male,Women,A,D,E,E,C,C,B,D,E,D,D,B,C,E,D,B,B,E,E,C,D,B,D,A,B,B,A,E,D,B,A,A
2089,Senior,Dunster,Female,Both,B,A,A,C,E,C,C,D,C,B,E,A,C,E,C,E,D,D,E,A,C,A,D,A,D,E,D,A,B,C,C,E
2090,Freshman,Matthews,Female,Men,A,A,C,C,D,B,C,C,A,B,C,A,D,C,D,B,E,D,B,B,D,E,E,D,C,D,E,A,B,E,B,A
2091,Sophomore,Dunster,Female,Men,D,B,E,A,B,C,A,C,A,D,D,D,D,C,E,E,C,D,B,C,C,E,D,A,D,D,C,D,B,C,B,A
2092,Junior,Lowell,Male,Women,D,C,E,A,A,C,E,C,A,B,B,B,E,E,B,D,B,D,E,A,A,D,B,C,B,B,A,A,B,B,A,D
2093,Sophomore,Quincy,Male,Women,D,D,D,A,B,C,A,C,E,D,D,A,E,C,C,A,D,E,B,A,D,B,D,B,C,E,E,E,D,A,A,B
2094,Sophomore,Eliot,Female,Men,B,D,E,B,C,E,A,D,C,E,C,D,C,D,B,C,B,C,C,E,D,E,C,C,D,A,D,E,D,C,C,C
2095,Freshman,Canaday,Female,Men,E,A,E,A,C,D,B,A,A,D,D,B,E,D,B,A,C,A,E,E,C,D,D,D,E,A,B,A,D,B,A,A
2096,Sophomore,Dunster,Male,Men,D,D,A,A,D,B,A,E,C,E,A,D,E,E,E,B,B,B,E,C,D,B,E,B,E,D,E,B,A,A,C,D
2097,Sophomore,Dunster,Female,Women,C,C,B,A,C,C,B,D,E,E,D,B,E,D,E,D,B,D,E,A,D,A,B,D,D,C,B,C,D,D,C,C
2098,Freshman,Weld,Male,Women,C,A,B,C,C,C,D,D,A,A,D,A,E,E,E,A,C,A,E,B,E,A,B,D,D,B,B,E,A,A,B,E
2099,Sophomore,Adams,Male,Women,C,E,B,A,E,B,A,C,E,D,C,C,B,C,D,E,D,C,E,D,D,B,D,E,D,B,A,E,C,C,A,C
2100,Freshman,Matthews,Male,Both,C,C,E,B,B,C,A,C,B,D,B,C,A,A,E,C,A,D,E,C,C,E,B,B,D,C,B,B,B,D,B,E
2101,Freshman,Matthews,Male,Women,C,A,C,A,D,D,A,A,A,D,A,D,A,D,A,D,D,B,C,C,A,A,B,B,C,E,C,C,C,A,A,C
2102,Sophomore,Kirkland,Male,Women,D,A,E,C,B,E,E,C,E,B,E,A,D,C,D,A,D,A,E,E,D,D,D,B,B,B,A,A,B,D,B,D
2103,Sophomore,Kirkland,Male,Women,E,A,A,A,E,B,A,E,C,D,D,E,B,C,B,A,E,C,E,D,E,E,C,E,D,D,A,E,B,B,A,D
2104,Senior,Pforzheimer,Female,Men,B,E,B,C,B,E,C,E,A,B,E,B,A,C,E,C,B,E,A,A,D,B,D,C,C,B,B,E,B,A,D,C
